Protein1 Protein2 tmscore tmscore-CP
2gf9A 1pujA 0.47320 0.69454
2gilA 1pujA 0.48322 0.69926
2gj8A 1pujA 0.45195 0.70152
2gjsA 1pujA 0.50813 0.73321
2gm3A 2fwaA 0.44810 0.44810
2gm3A 2fwiA 0.44880 0.44880
2gzdA 1pujA 0.46952 0.70952
2h16A 1pujA 0.47890 0.69604
2h17A 1pujA 0.46696 0.67950
2h18A 1pujA 0.44014 0.64694
2h57A 1pujA 0.38449 0.67749
2h7vA 1pujA 0.44831 0.65292
2heiA 1pujA 0.48979 0.71974
2hhgA 1pqwA 0.41569 0.46942
2hhgA 1jbeA 0.43076 0.45656
2hjvA 2al7A 0.42667 0.52313
2hmsA 1p6qA 0.49417 0.49417
2ho3A 1c1xB 0.43369 0.48082
2ho3A 1bw9B 0.43499 0.48125
2hpvA 2cxxA 0.46579 0.46579
2ht6A 1pujA 0.47928 0.70028
2hupA 1pujA 0.49899 0.72021
2hv8A 1pujA 0.48218 0.71555
2hwwA 1t6t1 0.30610 0.39971
2hwwA 1rkbA 0.38416 0.48084
2hwxA 1t6t1 0.31247 0.38359
2ic5A 1pujA 0.46162 0.68198
2icaA 1w19A 0.44667 0.44667
2ielA 1puiA 0.46548 0.55875
2ielA 2fukA 0.48917 0.50783
2il1A 1pujA 0.49619 0.72094
2issD 1fy2A 0.56624 0.67534
2j0vA 1pujA 0.43146 0.65785
2j1lA 1pujA 0.43851 0.65741
2j1lA 2h58A 0.35149 0.35149
2j3tC 1veuB 0.50384 0.57102
2j3tC 1skoA 0.54321 0.64292
2j3tC 1vetB 0.51512 0.58222
2j3wA 2a2lA 0.42688 0.51525
2j41A 1htwA 0.34506 0.47471
2j41A 1fl9A 0.40452 0.46518
2j41A 1pujA 0.36629 0.50598
2jaqA 1jo0A 0.24133 0.24133
2jb9A 1t9gR 0.45537 0.53061
2jb9A 2hjvA 0.48406 0.60810
2jb9A 1iu9A 0.45963 0.50540
2nzjA 1pujA 0.48957 0.71288
2o52A 1pujA 0.48750 0.70332
2ocbA 1pujA 0.46311 0.68279
2q21A 1pujA 0.47918 0.69765
2q21A 2h58A 0.39568 0.39568
3nllA 1t5iA 0.44178 0.53117
3nllA 1t9gR 0.42683 0.55832
3nllA 1fukA 0.42437 0.51857
3rabA 1pujA 0.47328 0.69607
421pA 1pujA 0.48570 0.70463
4q21A 1pujA 0.47863 0.69990
4q21A 1ebbA 0.36292 0.50034
521pA 1pujA 0.48858 0.70766
5chyA 1wo8A 0.48911 0.48911
5chyA 1j8dA 0.51428 0.59866
621pA 1pujA 0.48488 0.70335
6chyA 1wo8A 0.48799 0.53644
721pA 1pujA 0.48678 0.70752
1bc6A 1iqzA 0.54896 0.54896
1bluA 1jnrB 0.63261 0.63261
1bqxA 1iqzA 0.55171 0.55171
1clfA 1dwlA 0.52028 0.52028
1rgvA 1jnrB 0.61178 0.61178
1rofA 1frkA 0.56063 0.54872
1rofA 1frjA 0.56669 0.55489
1rofA 1frlA 0.55928 0.54712
1rofA 1friA 0.56231 0.54868
1rofA 1f5bA 0.56179 0.54937
1rofA 1a6lA 0.56553 0.53556
1rofA 1frhA 0.56220 0.54840
1rofA 1h98A 0.55326 0.58737
1rofA 1g3oA 0.56212 0.54999
1rofA 1gaoA 0.55920 0.54658
1rofA 2fd2A 0.55887 0.54721
1rofA 1axqA 0.55982 0.54795
1rofA 1pc5A 0.56136 0.56136
1rofA 1g6bA 0.55991 0.54819
1rofA 1ff2A 0.56010 0.54790
1rofA 1ftcA 0.54155 0.57863
1rofA 1pc4A 0.55976 0.54754
1rofA 1fddA 0.56233 0.55073
2fgoA 1jnrB 0.62432 0.62432
1o50A 2j9lA 0.62109 0.62109
2d4zA 1o50A 0.49902 0.55930
2j9lA 1pbjA 0.49033 0.52368
2j9lA 2nycA 0.56831 0.58848
1a7gE 2iygA 0.53842 0.56101
1aq3A 2il5A 0.36487 0.43294
1aq3A 1icxA 0.38650 0.39841
1aq4A 2il5A 0.37022 0.43730
1aq4A 1icxA 0.38674 0.40910
1aq4A 2b79A 0.39975 0.43331
1askA 1kppA 0.38024 0.38024
1b64A 1xn9A 0.43167 0.49528
1b64A 1ywxA 0.40248 0.48215
1cmiA 1y13A 0.40608 0.58132
1cqmA 1i3qK 0.39986 0.56502
1cqmA 1uv7A 0.46816 0.54500
1d1rA 1uflA 0.43783 0.49887
1dhnA 1ygtA 0.38219 0.53362
1dt4A 2cxcA 0.42435 0.51775
1gczA 1cbkA 0.45499 0.45499
1i5dA 2akpA 0.43413 0.54405
1is7K 1kafA 0.42594 0.55025
1j27A 1cbkA 0.53649 0.71181
1j27A 2nyiA 0.55998 0.63929
1j27A 1rtzA 0.57470 0.71988
1j27A 1dy3A 0.54897 0.71681
1j27A 1hq2A 0.54517 0.71775
1j27A 1f9hA 0.54610 0.71743
1j27A 1tmjA 0.56234 0.73484
1j27A 2bkyA 0.37124 0.48032
1j27A 1h0xA 0.37502 0.47943
1j27A 1nfhA 0.36752 0.47112
1louA 1i3qK 0.40450 0.56670
1louA 1xppA 0.39675 0.53551
1louA 2fb0A 0.50164 0.50164
1mfiA 1qjhA 0.50524 0.52057
1mwqA 1kr4A 0.49528 0.55682
1mwqA 1j2vA 0.48894 0.52803
1mwwA 2ifxA 0.40240 0.40240
1o51A 2f1fA 0.60973 0.60973
1o5jA 1pchA 0.43356 0.45617
1o5jA 1y4yA 0.42589 0.42589
1o5jA 1mwqA 0.50402 0.54668
1q8bA 2nyiA 0.54191 0.64141
1q8bA 1zpvA 0.50256 0.50256
1qjhA 1xkpB 0.42638 0.60880
1qjhA 1k6zA 0.42386 0.56898
1qjhA 1jyaA 0.41699 0.57572
1qjhA 1i3qK 0.42197 0.57605
1qy7A 2bxjA 0.50614 0.50614
1r62A 1usmA 0.28388 0.34632
1r62A 1usoA 0.27792 0.35040
1r62A 1vhfA 0.34882 0.38802
1r62A 1ru0A 0.31502 0.35219
1r62A 2acyA 0.29717 0.37203
1r62A 1v3zA 0.29292 0.39763
1r62A 2bjdA 0.30568 0.39563
1r62A 2dclA 0.34559 0.40777
1r62A 1ulrA 0.30498 0.39937
1r62A 1urrA 0.29652 0.37747
1r62A 1dchA 0.32724 0.32724
1s14A 1ys3A 0.40330 0.54584
1s14A 1id0A 0.38773 0.57133
1s72X 1o22A 0.38826 0.44490
1ukuA 1mwqA 0.51588 0.51588
1ulrA 1f9hA 0.55938 0.65221
1ulrA 1hq2A 0.55848 0.65292
1ulrA 1dy3A 0.55462 0.64458
1ulrA 1cbkA 0.55492 0.63150
1usmA 1lxnA 0.49062 0.53661
1usmA 1lxjA 0.48291 0.58942
1usoA 1lxnA 0.47409 0.59233
1usoA 1lxjA 0.47739 0.58044
1utaA 1uawA 0.50038 0.52639
1uv7A 1zpvA 0.55597 0.62923
1uv7A 2acyA 0.57217 0.58942
1uv7A 1v3zA 0.53246 0.58350
1uv7A 2bjdA 0.54182 0.58676
1vjqA 1ulrA 0.53019 0.57741
1vjqA 2cz4A 0.61831 0.64835
1vjqA 1gnkA 0.60136 0.60136
1vr7A 2aalA 0.41117 0.41117
1wwjA 1cgqA 0.42535 0.42535
1wwjA 1mffA 0.42060 0.42060
1xk8A 1opdA 0.35850 0.39649
1xk8A 1pchA 0.37806 0.45397
1xk8A 1y4yA 0.38095 0.38095
1ygtA 2dttA 0.40773 0.57367
1yrxA 1nxiA 0.42781 0.44677
1z9wA 1ygtA 0.37920 0.55247
1zhvA 1ulrA 0.36357 0.41892
1zhvA 1gnkA 0.34934 0.43281
1zhvA 1x5pA 0.32841 0.40675
1zpvA 1j27A 0.57487 0.70217
1zpvA 2id1A 0.50938 0.52814
1ztgA 2cxcA 0.40592 0.41434
2a10A 2b8pA 0.51267 0.54404
2a10A 2b8qA 0.52158 0.55604
2a10A 1ehwA 0.54928 0.56308
2a10A 1b4sA 0.60499 0.60499
2a10A 1u8wA 0.59408 0.59408
2a10A 1npkA 0.60522 0.60522
2a1bA 2b8pA 0.51373 0.55039
2aj0A 2nptB 0.35060 0.32219
2bvzA 1i3qK 0.40487 0.56426
2bvzA 1xppA 0.39634 0.54134
2bvzA 2fb0A 0.50930 0.56186
2bxjA 1k6zA 0.40845 0.55349
2bxjA 2fb0A 0.49678 0.49678
2bxjA 1n5bA 0.42394 0.56448
2bxjA 1i3qK 0.40512 0.55713
2cz4A 1cqmA 0.57740 0.57855
2cz4A 1louA 0.57508 0.58126
2d5rB 2iycA 0.35229 0.34518
2dirA 1ao3A 0.39256 0.49525
2dttA 2gjvA 0.36299 0.36299
2dttA 1askA 0.30986 0.38987
2dttA 1ar0A 0.31813 0.39021
2f40A 2u1aA 0.57616 0.57616
2fhmA 1f9hA 0.55421 0.66620
2fhmA 1hq2A 0.55234 0.67333
2fhmA 1dy3A 0.55125 0.66668
2gjfA 1uv7A 0.51809 0.58508
2gjfA 2bjdA 0.55104 0.55104
2gjvA 1rtzA 0.39100 0.51342
2gskB 1rfeA 0.30406 0.46328
2ia9A 1z54A 0.28595 0.43832
2ia9A 2cyeA 0.29195 0.46240
2ifxA 2ns1B 0.45049 0.45049
2iqqA 1s1hK 0.34014 0.44486
2ivyA 2ak7A 0.34006 0.34006
2o3bB 1cbkA 0.31563 0.42959
1a23A 1un2A 0.45417 0.81368
1ac1A 1un2A 0.50342 0.93870
1acvA 1un2A 0.50519 0.94177
1bedA 1un2A 0.48111 0.88504
1fvjA 1un2A 0.50742 0.94509
1r4wA 1un2A 0.30433 0.56110
1ti1A 1un2A 0.48785 0.93896
1un2A 1bq7A 0.51353 0.96431
1un2A 2b3sA 0.47834 0.91446
1xj4A 1udiI 0.31972 0.31972
1xo1A 1x92A 0.28086 0.32724
1yzxA 1un2A 0.30365 0.56550
2b6mA 1un2A 0.50505 0.95804
2in3A 1un2A 0.34446 0.63950
1ne9A 2hv2A 0.47437 0.58842
1ne9A 2i00A 0.45958 0.57789
1xe4A 2hv2A 0.47581 0.59132
1xe4A 2i00A 0.45702 0.58056
1xf8A 2hv2A 0.47354 0.59084
1xf8A 2i00A 0.45886 0.58051
2ab5A 1mowA 0.60886 0.66448
